Unknown Nodes,Movement No.,VA1,VA2,VA3,VA4,VA5,VA6
1,1,3.62527617297285,7.76255343915085,6.194584607132097,9.819860780104946,9.245944355243868,1.4833909160930188
1,2,5.017704320811806,9.912168654202732,7.132971080647147,12.150675401458951,11.133418487401535,1.2212498331988038
1,3,5.894681195919222,11.565106058224478,8.24198889592898,14.1366700918482,12.920324790695993,1.3552187324715164
1,4,0.4763798837388302,6.683215950198994,12.528429351177031,12.0520494674382,14.191546062737398,7.508330112538405
1,5,9.744184091184776,17.978639534754983,11.651548942792557,21.395733033977333,19.07985714527356,1.101217610518584
1,6,10.721329748771987,19.41621245793597,12.187206970152921,22.908536718924907,20.262537066299192,0.8463246083632237
1,7,10.989733466559242,19.32440975587414,11.491392590335218,22.481126056894457,19.614042786027632,0.2896330301534948
1,8,12.656592341479097,21.494843705926694,11.916976716458944,24.573569057938037,21.06782642572446,0.4270172802022346
1,9,6.9094632059798196,15.286048043079338,12.657285445592585,19.566748651572404,18.604554760373887,3.31850671729455
1,10,6.039907507831481,15.44608633987376,14.673591303093994,20.713498810925472,20.430746003166682,4.984659663292923
2,1,2.797450656851673,2.8457409621746845,10.523869245369843,7.726418588518169,10.536808593683396,7.691067631508713
2,2,1.5087969957499185,4.5104474641269485,10.829918164237915,9.321121168487997,11.634207983200042,7.123760519073094
2,3,1.8878997484945326,4.493953932722814,11.559556035338948,9.671656286844414,12.257846149434664,7.763892216711851
2,4,7.806755772824935,3.9596127205521623,22.47176195594224,14.665006183117306,21.44092308191875,17.48131036136659
2,5,2.1855787700148364,12.019206417175951,16.446718641176968,18.632297411191804,20.252879360742313,8.233672943566363
2,6,1.8225714648793798,13.477367708686947,19.69834269397518,21.52091415885456,23.797949039777578,10.320581331090631
2,7,7.080574875997024,15.883627357429663,13.350099839565113,20.430674715562137,19.50333928283678,3.619711925407116
2,8,7.831293119783647,17.350140016708206,14.388737787805251,22.220030907588896,21.136082460986554,3.785942444278352
2,9,2.4998508618246738,13.271779451632439,17.987694593426653,20.48754545525133,22.213690199239704,8.941910747607265
2,10,2.9344621782184035,15.397167857170995,20.79975266484978,23.73421484306818,25.711698128778483,10.31453027160749
3,1,10.676864040410072,4.6449346526701,13.308465264558237,2.631601224148162,9.203001678155173,13.847936330825274
3,2,10.994041866886645,5.390000519308913,12.652328981507617,1.6582871146209714,8.262238055369235,13.652238574678147
3,3,10.55505522008465,5.678307695913738,11.274993009837338,0.7199377897526871,6.925276526054237,12.603584221967974
3,4,15.586882019921742,5.523941319440677,21.606017016543166,6.019134996621426,15.949388951204911,21.473330270645587
3,5,2.514541341835383,0.37496181559039937,5.67853559917161,3.1639942573362267,5.105236992972103,4.730275177381704
3,6,3.5187512829854612,0.6136123679737473,8.100310363454104,4.581559080468642,7.321880737276487,6.70826836930274
3,7,3.3737053267280297,4.409237911576097,0.889613432052629,4.263318758780659,2.9750467874934863,1.4341911240826097
3,8,4.809158303508659,6.729116206851254,2.0368545532842144,6.846012856792873,5.128525890383759,1.600590316467492
3,9,0.9823366418839424,2.4375227987398844,6.1865866157928515,5.20424997390891,6.576502571359351,4.138979772619466
3,10,0.10404866216287971,4.667363560151092,7.876013499251489,7.980062161414369,9.154509550976506,4.4871459908254145
4,1,11.951302011140857,13.596493705511394,0.3527861195455446,11.598515891595312,6.492725111126721,7.103768594384672
4,2,9.957000037971262,11.417450869280573,0.13839507742713028,9.818604960544134,5.588871781829678,5.828579087450895
4,3,8.803018940276338,10.40130396147244,0.4095490456850238,9.212567985961362,5.555331858395124,4.845972103077315
4,4,17.514685206138985,6.232065701672077,24.235115980874546,6.7204307747355605,17.872193252263543,24.10425895393562
4,5,3.222629268614764,1.3351072247808902,4.132784990356744,0.9101557217419807,2.911543177637522,4.246650402418412
4,6,2.983227051896496,1.0724815871220839,4.1088615047154375,1.12563445281894,3.0221376501544808,4.094619237276564
4,7,4.090438524491222,1.9368862519031387,4.826091652204557,0.7356531277133347,3.211074845849591,5.147961097752729
4,8,5.56919357663249,2.701944258386905,6.458482418519852,0.8892888418873593,4.2422377151399004,6.944181973526805
4,9,7.01162917977543,1.4017853216578664,11.595294961135158,4.583665781359724,9.340927339887807,10.742712661545673
4,10,9.001955349202651,2.341627844592565,13.948092299152982,4.94613694995033,10.9085883431003,13.250216187692866
5,1,13.06271613359023,6.662164868339547,14.586224226815943,1.5235080932257135,9.300958291548866,15.963123159888413
5,2,13.860994879277206,7.9414632070190585,13.966971997558524,0.10597711828131877,8.12502096032204,16.0664841673411
5,3,12.176336161397733,6.447783004187008,13.184784563364476,1.0084484019667417,8.19446687320505,14.642249877392057
5,4,0.6176022764766552,2.226644918756282,2.6214575767476447,3.2390598532243,3.383571315784796,1.156926397028514
5,5,12.508242264397623,18.037796560503978,6.225895570588785,18.734137834986406,14.410682005690887,3.6271145548130868
5,6,14.050199827382318,19.330531496488483,5.3810630344638595,19.43126286184618,14.325403035455322,5.005128461033159
5,7,13.16741086095125,18.941906780908205,6.4735232148639446,19.640934075815196,15.077188946514585,3.8647178343936157
5,8,11.325114806973504,16.723111453817907,6.315049084702648,17.64016389167615,13.830548660407114,2.8925627934107943
5,9,6.725508820503162,12.763517345002782,8.65604288382512,15.381551704328283,13.878111706141459,1.1145943611386762
5,10,6.32921971017751,12.390560486939748,8.802640877279993,15.131860587457501,13.818590863585683,1.428030376645938
6,1,6.255456384189948,8.239333764910675,1.7600319329631582,8.015488317153107,5.6438992478732635,2.5954345170374133
6,2,7.819075362283887,9.70478871465336,1.1710364059329037,8.99011176821679,5.866541633621,3.8382470810323586
6,3,8.451719049331938,10.64157012714825,1.5283020338640907,9.98002108319603,6.6443334495558535,3.9972366775923973
6,4,7.460057606175109,2.4284776013843756,10.71386862170948,3.2538110155343705,8.064243598517193,10.492721199901569
6,5,3.3793832381165174,4.3465150347498325,0.7696183998156799,4.149001637932198,2.8397666028352235,1.5067484319146078
6,6,4.844351822923118,5.379972247472907,0.3703183699126401,4.4740334530104775,2.369281007904064,3.0106912395688425
6,7,6.16159617443068,6.577380755651925,0.930834699346452,5.230761475084228,2.482563881467884,4.09481687418404
6,8,7.113758059474964,7.836508086965606,0.6542859584011117,6.459472101073852,3.351625782167991,4.484882304797614
6,9,1.1458274875454277,1.0175409192240743,0.5292224042144198,0.6166050833310084,0.050450413310472335,0.9670905059136012
6,10,9.674421586027837,10.890860985580204,0.48531860686110023,9.189102979166735,5.025132250319116,5.865728735261087
7,1,5.3031463600785,4.744851497986301,2.387968851275432,2.915177508803069,0.30438406034268223,4.440467437643618
7,2,6.796855200350777,5.196847553962786,4.5925063980479655,2.204348802302812,1.3788034307707149,6.5756509847335
7,3,5.037644619375975,4.317333122773624,2.5974489169080317,2.4401957024679426,0.09079018568791977,4.408123308461543
7,4,5.153590467734026,3.8223353689659283,3.686701872851531,1.4668885948824943,1.281609793586129,5.103945162552058
7,5,13.903914392473084,16.47106219985054,0.7208877998221714,14.624802192295256,8.859838247849542,7.611223952000998
7,6,16.11221090866618,19.45528038306593,1.473112281635924,17.585323190302105,11.003392850056533,8.4518875330094
7,7,15.169277724666689,18.25396024493457,1.27823113423573,16.44750885890242,10.233960756623624,8.019999488310946
7,8,17.853587147436244,20.591643446649346,0.0414016339331111,17.812185513503135,10.259966856580414,10.331676590068929
7,9,9.477045633378088,11.239885072212749,0.513960749551285,9.991006382929374,6.0650456017658785,5.17483947044687
7,10,4.159949638221438,5.9887999085100265,2.053006441460335,6.212956079681772,4.772355686692753,1.2164442218172733
8,1,9.679098615692482,10.903194971016783,0.47330957675441965,9.205789038938063,5.041699368184603,5.8614956028321785
8,2,10.802796574732596,12.235698819405918,0.412741128143612,10.390055446588983,5.760405107543942,6.475293711861974
8,3,12.068546066441865,13.038011451751125,1.5545938687859266,10.51395219765594,5.172687942939417,7.865323508811707
8,4,14.48310175579585,5.743988650120046,19.01732333148481,4.53422157568896,13.597490791988337,19.341479442108383
8,5,0.7259428173852793,0.06955739850804563,1.5723625830288095,0.8464197656435296,1.3964846401170903,1.3269272416090447
8,6,2.890495258650266,1.3439688120033348,3.4531682511227717,0.5626729924725052,2.3185470230125347,3.6625158350158697
8,7,5.52883342540678,2.8153810002567097,6.181283915704852,0.6524504902980724,3.9454583988761955,6.760839399132905
8,8,2.6500838557141146,1.4125034637203286,7.746695476458863,5.0966116207447465,7.415086809855536,6.002583346135207
8,9,5.799401802572898,2.1245515765515446,15.278634879033634,9.479233076460734,14.293961728665883,12.169410152114338
8,10,3.6719702395248057,13.398638932327138,15.863182904011408,19.535153143536213,20.437238845916454,7.038599913589317
9,1,9.923554090637358,6.136354438234686,9.218630521001463,0.7049235696358942,4.9153910001725,11.051745438407186
9,2,9.750659879744893,6.74868262330784,7.812258571763392,1.9384013079815003,3.3912730724259137,10.139955695733754
9,3,8.231221287661299,5.004270470332798,7.794791865889588,0.4364294217717117,4.24835253790629,9.252623008239087
9,4,3.694762341973912,3.8211872233170694,14.00801509996603,10.313252757992117,14.041890544825131,10.220703321508061
9,5,6.664082530651032,14.478954687011411,11.75012009708923,18.414202627740263,17.415379845103054,2.9364251580916445
9,6,7.0086779723721335,14.235829258068145,10.639823618105314,17.648501590477448,16.332272174098932,2.096442916030791
9,7,5.494599594239848,12.086483371279154,9.945204095412171,15.439803689652017,14.656041078087554,2.5695577068084026
9,8,6.525143812024917,13.78571864031867,10.82727747983145,17.352421291856363,16.269556671516522,2.483838031197856
9,9,3.731005004211646,12.587152736206088,14.33957805331527,18.070583057526914,18.712015241823877,6.124862505617788
9,10,2.5057367029336346,5.362278801147945,14.299212733805042,11.793476030871405,15.06462088216707,9.702342081019125
10,1,5.215303150346811,8.321449538293265,3.9825670922508913,9.197870242597702,7.6097290433118285,0.7117204949814357
10,2,3.2730896473384603,6.055248204279675,3.9418182475756853,7.214907894914145,6.441338841641438,0.3860906373617652
10,3,2.196870340566077,5.227995796465269,4.661413660102209,6.858284000668286,6.650900545428947,1.4229047489636801
10,4,15.442261487424394,8.155387731454068,16.75897706854646,1.3167155811220619,10.436006017075062,18.59139374852913
10,5,6.7926141726308185,5.9745583998889344,3.236989643866589,3.555624528764231,0.18396393656885804,5.790594463320075
10,6,5.83781582637993,9.754972839104322,5.220476931023243,11.058292757403173,9.398552061688912,0.35642077741540873
10,7,4.437391341788752,8.69955793374946,6.193293661065482,10.630685002854234,9.713328610454568,1.0137706767051087
10,8,3.483985257766795,8.131065216016161,7.11544755826241,10.599432816029205,10.227690952759282,2.0966257367431225
10,9,1.591312597537453,4.744191182878902,11.399805364641457,9.808492767104003,12.24461663541708,7.5004254525381775
10,10,0.015839150661678496,5.921217666762866,10.287528142831086,10.271688992169405,11.8698695472205,5.948651880457635
11,1,2.9805962521131546,7.5738600876167785,7.157117976944019,10.137714229057174,9.985176029724197,2.4113159421074197
11,2,2.1172217677006846,8.046181481986498,9.701951598319093,11.819173366019776,12.425227291424621,4.379045809438124
11,3,3.291612162385977,9.954976760435887,10.659301212470433,13.950913374856409,14.208714016807606,4.253737256371721
11,4,13.691648700933174,3.891090622011457,20.643730747687723,6.952082046754546,15.932449945377764,19.82354056738922
11,5,0.3847309979143559,1.0684126641124314,2.6200070135214646,2.235276015607109,2.8031989638592045,1.734786299746773
11,6,0.8768840474511227,0.2640857431777992,2.2111780196407786,1.3342939721896563,2.0469792088875796,1.7828934657097804
11,7,0.8256814393288523,1.5273816912306473,0.9941398131042574,1.819821252433109,1.6246411786771244,0.09725948744647808
11,8,2.4041555156040264,4.262371585839273,2.5743331162034964,4.978488631807523,4.360623669355422,0.09825208351614848
11,9,0.327972689157165,4.463284932176652,7.074690892872243,7.402663582029407,8.358504503238102,3.89521957106145
11,10,2.032706695277183,11.879095291512867,16.50978320229815,18.54248989757533,20.23743930992023,8.358344018407363
12,1,9.492497923753955,4.352893935055803,11.445562392032839,1.953064468278883,7.735700824572324,12.088594759628128
12,2,10.084703355334618,5.018557821180334,11.477009583662735,1.3923062283281145,7.430102948339226,12.44866076951956
12,3,9.872350590232937,5.079791121894113,10.946244865507966,1.0738942752750262,6.939830568627819,12.01962169052193
12,4,4.432576072137014,2.7902570180909123,13.69801906578312,9.265442993646106,13.257961001537224,10.467703983446311
12,5,5.823840917979735,11.49828895930101,8.267938841658156,14.091779759637888,12.909389553462551,1.411100594161543
12,6,6.392391930945401,12.311704912107894,8.539714573675388,14.932106504620789,13.551462217925028,1.239757305817138
12,7,6.165903581384672,13.390902204321671,10.861915814301865,17.027819395686535,16.102146131114186,2.711243926792517
12,8,5.591350680100908,12.405901300354499,10.30495000569698,15.89630068579789,15.127299139839431,2.7213978394849323
12,9,2.6063104920727183,11.246913516366453,14.267604654534399,16.873915146607118,17.979564840163118,6.732651323796665
12,10,4.418430071007259,6.5483051437592295,2.5051370704410916,6.923567141448349,5.443664914843726,1.1046402289155024
13,1,0.055957836156718524,2.7211941201066323,4.82516214559581,4.7692043094390915,5.539310055518316,2.8181159354116834
13,2,0.15393433946540272,2.8291098175046314,5.208030623040742,5.054096283575339,5.924841731992895,3.095731914488264
13,3,0.7524837061243583,3.8112393271412723,5.0962927421645885,5.848776448288946,6.3191386434074275,2.5078993162661565
13,4,5.633756012031719,2.3660665136156447,7.169364608393783,1.5356085963620638,5.025818623054269,7.391885136669913
13,5,6.464032784921075,8.789838381990775,2.2963810980848836,8.76041388300596,6.383643558707301,2.406194823283473
13,6,7.939948282110288,10.145155487258766,1.692028190397794,9.631976472508082,6.537917140433285,3.607238346825479
13,7,8.763103589593682,11.655041480261694,2.6609168289486678,11.424020418542348,8.131942311357923,3.5230991689037685
13,8,10.015934448167725,12.418899281096117,1.4782956326036307,11.494230080771356,7.48969121268639,4.929208068409727
13,9,4.052767972120379,5.777513542647932,1.9014110530427173,5.954179025163096,4.535427046295479,1.2420864963524512
13,10,4.0805963559037295,3.9515002182068155,15.00539185586117,10.924795499957437,14.970800650019303,11.01930043181249
14,1,7.744095716139647,6.326755264259102,4.529929867528673,3.214165848610975,0.7596567105121574,7.0864119747712575
14,2,9.40113109439902,7.631627368662243,5.583895841841853,3.8172352525571656,1.0199819667902175,8.651609335452461
14,3,7.139256694559618,6.235230398337919,3.4787775423000338,3.6604791522595854,0.1049054734223355,6.130324924915582
14,4,8.597750634861146,3.3508794390990237,11.391607831164885,2.7938571963037364,8.189982052189032,11.540861491288053
14,5,4.072778108711754,4.931643876038507,0.3963015407110963,4.46907964942285,2.8090291398339757,2.122614736204531
14,6,6.297118930062376,7.547481168253162,0.4783829924590317,6.775501922521407,4.188032408334522,3.3594487599186404
14,7,5.014885875588225,5.455342281891944,0.5808417462608646,4.43404412932736,2.2246474331055484,3.230694848786396
14,8,7.024652643767294,7.927851288675138,0.3178640606988493,6.706788583068445,3.688647292822286,4.23920399585285
14,9,4.941014915930493,4.258524407479239,17.258010470887182,12.316995554956685,17.07513769030576,12.816613282826522
14,10,2.2880038973317607,9.171972369091357,11.310314354220589,13.598318251552351,14.381005740088497,5.209033370997142
15,1,7.951141883811848,6.156356326406444,5.239161820789648,2.7119800630222013,1.4590690681381484,7.615425394544592
15,2,6.499255912599046,4.550899624888636,5.116122454744828,1.3831334578542172,2.1552422022367055,6.706141827125341
15,3,4.659449966420724,3.2991788750669855,3.6045544979674964,1.0548954684532283,1.4720463270318227,4.771225202098808
15,4,6.727175208815764,2.9842271268477534,18.623183422657135,11.896008213841366,17.620263506782184,14.636036379934431
15,5,1.3420273035365027,7.679619822554837,10.617437108405062,11.959464411941562,13.034780170239795,5.355160347684959
15,6,2.2994843897441797,7.938446728220459,9.150824286968403,11.45030867671258,11.89406966219249,3.9556229339720304
15,7,0.9365162515002866,7.08563909377139,10.39965441150777,11.336170663008057,12.54918445783033,5.463545364058941
15,8,0.20013917816733695,5.81885700329752,9.678277615354613,9.878416793521948,11.291062781424133,5.472205778126613
15,9,3.064346249975767,8.804066024316027,21.377782167257823,18.313435917282053,22.91573544557324,14.111669421257215
15,10,2.84132258106887,7.3863248035950155,7.110844678895036,9.952167259963906,9.851334536086009,2.465009732490994
16,1,0.6239385359299862,7.55940382269624,14.341148567700253,13.717210031770266,16.199500890423355,8.640097067727117
16,2,0.5563888043313164,6.567240683042818,12.487572137226135,11.931183332894816,14.098175043949977,7.53093436090716
16,3,1.0918512234205513,4.796706857321687,10.491842432736304,9.39999120931575,11.484555507914006,6.687848650592321
16,4,7.395389571979422,3.933325483373971,21.603498723867972,14.208109151888554,20.675841447181355,16.74251596380738
16,5,3.4770963546356657,11.09544515222775,12.26368202698093,15.740778381616593,16.168382755413997,5.072937603186249
16,6,2.8652479608286576,9.718445024027691,11.102344630523586,13.967592591352242,14.474135003617029,4.75568997958934
16,7,2.268296761318024,9.520415587342194,11.953249983811329,14.221546745129352,15.11202593743764,5.591610350095445
16,8,1.1004283466299003,8.945948356543083,13.293980382160116,14.394408728790015,15.985898906634162,7.03995055009108
16,9,3.6347218527058454,7.672604592816458,6.01989727573273,9.654619128438576,9.049686265365509,1.3770816725490518
16,10,0.9350328527198386,0.6673444930232234,3.0259402735071936,2.0909074207873557,2.9542133937032737,2.2868689006800507
17,1,3.14223300097516,1.4833945791184593,8.853780780655743,5.711547779680582,8.40929636514552,6.925901786027062
17,2,3.7978574438473167,2.4070948271316044,11.7649254269228,7.96706798307548,11.392271706910428,8.985176879778823
17,3,2.975235934567035,3.2177981657373307,11.523861780693068,8.548625846126031,11.588856134649438,8.371057968912108
17,4,2.3147736611763867,0.9372069685169434,6.252837409031726,3.9380637478553386,5.883719526213617,4.946512557696673
17,5,11.195752885255809,16.948481780013903,6.964125783627865,18.15987866888367,14.50535073377889,2.4431310462350084
17,6,9.877470204005736,16.391177481067153,8.635411785075691,18.512881989081425,15.67407471854865,0.7171027625185004
17,7,8.676105699210384,14.699417756771233,8.107926997987141,16.784032697197524,14.371379630672179,0.3280381260990505
17,8,9.107838206125217,14.077529853925512,6.167320539816225,15.275158745941441,12.379821187725161,1.697708666200346
17,9,0.9486024735331685,2.4186287027544604,2.2919828507487936,3.2405853242819616,3.1942297251639626,0.7756010224095023
18,1,1.054016851877837,2.136789376152854,1.5929940608144724,2.647010912692309,2.4479680128194925,0.3111786366666399
18,2,1.006065331470868,1.100490866493991,0.10602456890864585,0.9000407625622222,0.4584254631468142,0.6420654033471763
18,3,1.554100498389148,2.5982881656663532,1.3921661188607655,2.946266617249914,2.5047953080545855,0.0934928576117662
18,4,5.233547208197835,4.025645145687925,3.494472490821167,1.7390747173766672,1.013479377033052,5.039124522720977
18,5,13.138191066325533,16.6582617317563,2.576573552531165,15.714764618856698,10.56050901708926,6.097752714667044
18,6,15.590080911839653,19.686082154050656,2.9171326691113992,18.507213580951053,12.369352074685306,7.316730079365351
18,7,15.2418526425633,18.422050711675272,1.4242225271053688,16.66607516966867,10.444438244952957,7.977612466722316
18,8,16.501171952737526,20.08561151072893,1.7869557321977343,18.288127684935258,11.590354814885925,8.495256695843004
19,1,10.46125923215764,9.87193903301407,3.823818489912539,6.637440742245102,1.6244455647821254,8.247493468231944
19,2,10.942660464339358,11.112219042108483,2.63839296291246,8.304267501426898,3.2711941900059562,7.841024852102526
19,3,13.52091640046156,13.519408832940004,3.6255298139755747,9.895386586485987,3.619903495389283,9.89950533755072
19,4,13.16878490889865,4.725622518734161,18.152551517958123,4.983766609059473,13.35775949869043,18.08338201742459
20,1,9.45676640075469,4.569723631423432,10.998539295335846,1.5417728945811524,7.240152618570526,11.809876249993955
20,2,7.557565423233197,4.014328485164079,8.162109951891207,0.6045445286580082,5.061430324237529,9.075758809401606
20,3,8.01166561113073,4.550167792043908,8.142209423477913,0.1305438123471833,4.776276307642967,9.326444099686876
